,Final lambda Value
2020-10-12,24.76557997594968
2020-10-13,25.06444927324745
2020-10-14,25.181185561833313
2020-10-15,24.88152326880911
2020-10-16,24.505323963404553
2020-10-19,24.390605589595232
2020-10-20,24.701269076457486
2020-10-21,23.531025621660984
2020-10-22,23.446952090471907
2020-10-23,23.023205899018333
2020-10-26,22.628973925885628
2020-10-27,22.323803286328967
2020-10-28,22.80884562119132
2020-10-29,23.82489338495454
2020-10-30,23.33286526375908
2020-11-02,23.927865806923194
2020-11-03,24.216583110783027
2020-11-04,24.345118503543343
2020-11-05,25.921660711035646
2020-11-06,25.848046319114836
2020-11-09,25.13527233030035
2020-11-10,24.07651889381071
2020-11-11,25.074878384854866
2020-11-12,25.422476334115633
2020-11-13,25.498114257462973
2020-11-16,25.226447731374318
2020-11-17,25.46186459486083
2020-11-18,24.919627709861132
2020-11-19,25.994426960334692
2020-11-20,26.6409560567114
2020-11-23,27.514701177813112
2020-11-24,27.09216982024227
2020-11-25,27.155648985887172
2020-11-27,27.370890123082322
2020-11-30,26.80112024418309
2020-12-01,26.170524912509897
2020-12-02,25.56363262452868
2020-12-03,25.51329415683098
2020-12-04,25.76431596923401
2020-12-07,25.605312529672716
2020-12-08,26.64074978200466
2020-12-09,25.468354580407784
2020-12-10,25.456025441829144
2020-12-11,25.13437531299814
2020-12-14,25.343532269842164
2020-12-15,26.355116125176675
2020-12-16,26.100046874253817
2020-12-17,26.261497129262906
2020-12-18,26.55329581739772
2020-12-21,27.200131361129095
2020-12-22,28.07706448933982
2020-12-23,28.238436543010483
2020-12-24,27.532353485884453
2020-12-28,27.651550277095645
2020-12-29,26.879735366162002
2020-12-30,26.609667453387473
2020-12-31,26.38000136163792
2021-01-04,31004.25174229201
2021-01-05,24748.75707931181
2021-01-06,26828.952500525353
2021-01-07,28523.348076489267
2021-01-08,27616.52351252646
2021-01-11,29.45204245107326
2021-01-12,29.417408173619027
2021-01-13,28.89632787798531
2021-01-14,28.648433816657633
2021-01-15,27.299549241399898
2021-01-19,28.353304995025745
2021-01-20,28.350349224564727
2021-01-21,29.57551730234734
2021-01-22,31.147471158999195
2021-01-25,30.19993988513032
2021-01-26,31.193988822841913
2021-01-27,29.117613613608114
2021-01-28,28.656760667601837
2021-01-29,27.75845004240509
2021-02-01,28.774193022484667
2021-02-02,28.5369685041295
2021-02-03,27.748513837327447
2021-02-04,27.572630269144252
2021-02-05,27.56042190833972
2021-02-08,28.104169629570453
2021-02-09,27.92819056441872
2021-02-10,27.293810541864264
2021-02-11,26.84849743024739
2021-02-12,27.018447108707818
2021-02-16,26.378673333894803
2021-02-17,25.474909642627726
2021-02-18,22.97182131506294
2021-02-19,23.31491893420747
2021-02-22,21.15076602434105
2021-02-23,21.17520770915854
2021-02-24,21.386844700774763
2021-02-25,20.129385461256316
2021-02-26,21.42381795023248
2021-03-01,22.253337366633957
2021-03-02,20.832323232853035
2021-03-03,20.250428854429135
2021-03-04,18.709204818298765
2021-03-05,18.567704580653327
2021-03-08,18.946555682197186
2021-03-09,22.436648743301276
2021-03-10,22.30530273466362
2021-03-11,24.645813803251375
2021-03-12,27.84661328613589
2021-03-15,25.63541644242594
2021-03-16,26.909165284262556
2021-03-17,25.071222591128596
2021-03-18,27.149031491189216
2021-03-19,26.05626154408833
2021-03-22,26.473239261178385
2021-03-23,26.599093089044903
2021-03-24,23.747169723479164
2021-03-25,23.44775657628429
2021-03-26,22.379487289379036
2021-03-29,22.867815093382244
2021-03-30,23.5371846866561
2021-03-31,23.719522414821416
2021-04-01,25.639906349852275
2021-04-05,25.572612408120136
2021-04-06,25.953797543148823
2021-04-07,23.713375344605556
2021-04-08,23.32982702769622
2021-04-09,22.119078248280463
2021-04-12,20.950572170761976
2021-04-13,21.18570468255066
2021-04-14,20.408626741536715
2021-04-15,20.667138866321746
2021-04-16,21.031945879096096
2021-04-19,19.699956304698386
2021-04-20,19.591137383709064
2021-04-21,20.44865141111767
2021-04-22,19.868297395450327
2021-04-23,20.091726819808986
2021-04-26,19.736210504834947
2021-04-27,18.505211523458847
2021-04-28,18.199669025631668
2021-04-29,17.226251174436992
2021-04-30,17.498534014823615
2021-05-03,18.736973958214744
2021-05-04,18.184610006851837
2021-05-05,18.37019703011992
2021-05-06,18.258008220938628
2021-05-07,17.75735891401407
2021-05-10,16.34968957401916
2021-05-11,16.718393031592708
2021-05-12,16.530897581420078
2021-05-13,17.748876550891982
2021-05-14,18.246247460773056
2021-05-17,18.14881825515766
2021-05-18,16.234892049977535
2021-05-19,17.139821523585784
2021-05-20,16.926675512661514
2021-05-21,16.67622134963682
2021-05-24,16.771563738401376
2021-05-25,15.517733236894012
2021-05-26,15.487098451130247
2021-05-27,15.776249331865861
2021-05-28,15.98490190310013
2021-06-01,15.535730863642101
2021-06-02,15.557421027220476
2021-06-03,14.490603285820553
2021-06-04,14.619102417531925
2021-06-07,13.418939956515858
2021-06-08,12.197956374958736
2021-06-09,12.681692675563017
2021-06-10,13.21171204576779
2021-06-11,15.901419708904628
2021-06-14,15.390478906535032
2021-06-15,15.448263277464655
2021-06-16,14.064437374543695
2021-06-17,15.522828136737758
2021-06-18,14.792500629435018
2021-06-21,15.16404827345178
2021-06-22,15.096327311862241
2021-06-23,15.192556430493514
2021-06-24,15.824508441959534
2021-06-25,15.990240174018977
2021-06-28,16.511187658752366
2021-06-29,15.479257063050994
2021-06-30,15.161696905452015
2021-07-01,15.295907620795584
2021-07-02,14.721117223964447
2021-07-06,14.228455641806164
2021-07-07,15.031306622194547
2021-07-08,14.705668393856904
2021-07-09,15.973841018694104
2021-07-12,15.625736593041548
2021-07-13,14.543199620666295
2021-07-14,13.71800507995382
2021-07-15,13.340019880079916
2021-07-16,13.162130012901851
2021-07-19,13.534777716541354
2021-07-20,14.083193808143598
2021-07-21,14.713075832738031
2021-07-22,14.574973488255548
2021-07-23,13.874956756770231
2021-07-26,14.950647519635314
2021-07-27,14.020463713207056
2021-07-28,14.955262212680209
2021-07-29,14.967174134146667
2021-07-30,15.376924424565004
2021-08-02,15.461324410169137
2021-08-03,14.237610227428755
2021-08-04,15.367859355860542
2021-08-05,14.95577248174827
2021-08-06,15.24809377029198
2021-08-09,15.074808120978783
2021-08-10,15.039223981198713
2021-08-11,14.876772607665758
2021-08-12,14.763771650946776
2021-08-13,14.643020588209723
2021-08-16,13.578388017728557
2021-08-17,12.776881186785987
2021-08-18,13.447837861257447
2021-08-19,14.147238833666526
2021-08-20,14.512483702700974
2021-08-23,14.964842335751365
2021-08-24,14.83429433410204
2021-08-25,14.679022539262062
2021-08-26,14.309000434147778
2021-08-27,14.716912046081175
2021-08-30,14.511979988143604
2021-08-31,14.712029045296848
2021-09-01,13.585393761486683
2021-09-02,13.553190798966483
2021-09-03,13.917069769661625
2021-09-07,14.812614540380586
2021-09-08,14.887924319321261
2021-09-09,15.129018932565518
2021-09-10,15.543526103816887
2021-09-13,15.038661315236974
2021-09-14,14.800852207751817
2021-09-15,13.981017322952198
2021-09-16,13.585826269088386
2021-09-17,13.877777307582864
2021-09-20,13.008104544396422
2021-09-21,13.917063050558186
2021-09-22,14.414039048832338
2021-09-23,15.520303850010803
2021-09-24,15.437015210089701
2021-09-27,15.038200502093463
2021-09-28,13.763142239996851
2021-09-29,13.35770605750146
2021-09-30,13.356419963163262
2021-10-01,13.566368885055448
2021-10-04,13.279882403303734
2021-10-05,12.847934328376397
2021-10-06,13.234606296025186
2021-10-07,13.095573896118658
2021-10-08,12.85713101418654
2021-10-11,13.067189090491679
2021-10-12,12.819934510240952
2021-10-13,13.462938512059093
2021-10-14,13.575341093265335
2021-10-15,13.391526709977184
2021-10-18,14.466521911677301
2021-10-19,14.977781552256832
2021-10-20,14.6517693772003
2021-10-21,14.878950250435238
2021-10-22,14.467899608425217
2021-10-25,15.211964553366474
2021-10-26,15.296046083428251
2021-10-27,14.900065434353994
2021-10-28,15.313946291974105
2021-10-29,14.896720277334829
2021-11-01,15.07112979701955
2021-11-02,14.106886242448534
2021-11-03,14.285142386362738
2021-11-04,14.530230694169855
2021-11-05,14.23772595830222
2021-11-08,15.091600886770596
2021-11-09,12.489448896928915
2021-11-10,11.713071890990866
2021-11-11,12.584037789072536
2021-11-12,12.676523777892331
2021-11-15,11.772572703320291
2021-11-16,11.348246918241502
2021-11-17,11.076479671796617
2021-11-18,11.53336940597786
2021-11-19,11.02227356360053
2021-11-22,11.299868407098083
2021-11-23,10.181585623382226
2021-11-24,8.67826454325338
2021-11-26,9.098370407024703
2021-11-29,9.759313730942385
2021-11-30,10.986448703527847
2021-12-01,10.28405696537576
2021-12-02,10.328195867883089
2021-12-03,9.543703707714608
2021-12-06,8.354529673590624
2021-12-07,9.13722130718215
2021-12-08,8.772919837597755
2021-12-09,8.631605894126313
2021-12-10,8.637971058145013
2021-12-13,8.616646065875035
2021-12-14,8.174405362691422
2021-12-15,7.906524112474448
2021-12-16,7.821085666631818
2021-12-17,7.83878599469291
2021-12-20,8.283994700626492
2021-12-21,8.938416693794535
2021-12-22,8.910445126217299
2021-12-23,8.45739684062538
2021-12-27,9.046163250429107
2021-12-28,9.723408002536937
2021-12-29,10.11395961077177
2021-12-30,10.04873596707475
2021-12-31,9.960623514087139
2022-01-03,10.613830645348258
2022-01-04,10.196669672804726
2022-01-05,10.433908637557392
2022-01-06,10.67441979947859
2022-01-07,9.181238304774622
2022-01-10,9.541821708037666
2022-01-11,10.367008654427785
2022-01-12,10.318287064568688
2022-01-13,10.22757224904244
2022-01-14,10.463171060567435
2022-01-18,11.288833525560806
2022-01-19,10.441209125149008
2022-01-20,10.134015320895681
2022-01-21,10.48279672866951
2022-01-24,9.734486831986908
2022-01-25,10.313266511757886
2022-01-26,10.373044800276961
2022-01-27,11.180819894150156
2022-01-28,10.4902716117622
2022-01-31,9.755194250449579
2022-02-01,9.894097545293677
2022-02-02,9.887297581940292
2022-02-03,9.943608204432092
2022-02-04,10.774296522835082
2022-02-07,10.266282219924989
2022-02-08,9.680509798511673
2022-02-09,9.531869934595862
2022-02-10,9.961086016525817
2022-02-11,9.744942922955962
2022-02-14,10.238466976596232
2022-02-15,9.443842405290358
2022-02-16,10.031406088343576
2022-02-17,11.032014000253263
2022-02-18,10.796073329605305
2022-02-22,10.620620554470424
2022-02-23,11.123703135072454
2022-02-24,11.443158232193301
2022-02-25,11.60717623995546
2022-02-28,12.164291319051697
2022-03-01,15.001151688792087
2022-03-02,16.052052353397436
2022-03-03,14.206985232927899
2022-03-04,16.742792498674156
2022-03-07,20.62894541900831
2022-03-08,19.87410823811759
2022-03-09,26.501601899223147
2022-03-10,25.732325223879375
2022-03-11,28.08346417358913
2022-03-14,26.21098822297263
2022-03-15,22.37153630817521
2022-03-16,21.863005807385765
2022-03-17,28.870886696770636
2022-03-18,28.535155414522823
2022-03-21,31.197001245380207
2022-03-22,31.988752210197628
2022-03-23,33.169905829984394
2022-03-24,34.068411737352804
2022-03-25,33.341554803588686
2022-03-28,30.99953764453566
2022-03-29,31.295193989400893
2022-03-30,32.988505631639576
2022-03-31,30.526826860797087
2022-04-01,32.54170533996512
2022-04-04,33.01608932627362
2022-04-05,32.3778495257949
2022-04-06,31.003966500973085
2022-04-07,31.62353402840353
2022-04-08,31.564409314280788
2022-04-11,30.024218725728492
2022-04-12,31.57037246293182
2022-04-13,33.01524468163584
2022-04-14,34.29707638556246
2022-04-18,35.187260558869596
2022-04-19,32.29408192639422
2022-04-20,32.23677657285407
2022-04-21,31.328500447673928
2022-04-22,32.50715158744122
2022-04-25,31.282541936488535
2022-04-26,32.79711056903063
2022-04-27,33.44714711811678
2022-04-28,32.80366626403262
2022-04-29,35.02828692957339
2022-05-02,35.843093391598345
2022-05-03,33.09787792011006
2022-05-04,35.27902201001539
2022-05-05,37.76830278057376
2022-05-06,38.14773096502207
2022-05-09,37.31653331394674
2022-05-10,34.55458561237143
2022-05-11,37.55204057244757
2022-05-12,41.25534350555852
2022-05-13,41.204898020870736
2022-05-16,41.987606448588636
2022-05-17,40.461435557883846
2022-05-18,45.27829614506071
2022-05-19,47.49940791752732
2022-05-20,45.61777130602663
2022-05-23,45.623214665481576
2022-05-24,45.486417631496174
2022-05-25,44.968084469934695
2022-05-26,43.759822336134334
2022-05-27,43.0565452218548
2022-05-31,41.46463462402251
2022-06-01,42.69879108660183
2022-06-02,45.801322538881
2022-06-03,45.90341593342292
2022-06-06,47.091341513288654
2022-06-07,45.86277002986724
2022-06-08,47.52795871591933
2022-06-09,48.683424204723565
2022-06-10,49.7512801003032
2022-06-13,53.227271802881056
2022-06-14,53.759389216503
2022-06-15,53.177300810428264
2022-06-16,58.22119676986997
2022-06-17,9862.808742726924
2022-06-21,49.31804164717982
2022-06-22,10575.363529598057
2022-06-23,11542.46837188658
2022-06-24,6942.074029315001
2022-06-27,9808.736990970023
2022-06-28,47.53888249808874
2022-06-29,44.85585169154333
2022-06-30,13042.410324880055
2022-07-01,9484.109603785977
2022-07-05,40.15795257675953
2022-07-06,42.39160030460364
2022-07-07,53.09924463699784
2022-07-08,52.57791474305019
2022-07-11,54.133659355712034
2022-07-12,53.198431506120116
2022-07-13,54.68972631259868
2022-07-14,55.21468621637592
2022-07-15,58.13724042449311
2022-07-18,59.92710315476876
2022-07-19,57.90125484506284
2022-07-20,58.51130554923839
2022-07-21,53.10598253888068
2022-07-22,54.216148197608916
2022-07-25,56.03863001930895
2022-07-26,57.657067170412844
2022-07-27,56.601150670186826
2022-07-28,57.37004370915297
2022-07-29,53.90969408372489
2022-08-01,51.404335416001594
2022-08-02,53.12372486678668
2022-08-03,52.57174952321364
2022-08-04,55.42770694282586
2022-08-05,54.68717998435155
2022-08-08,51.567908792528726
2022-08-09,53.81185460459429
2022-08-10,50.36746816090396
2022-08-11,52.7555893630948
2022-08-12,50.081992786389584
2022-08-15,47.82700592687765
2022-08-16,47.13829248069949
2022-08-17,46.85182289156067
2022-08-18,49.51292425647571
2022-08-19,52.34916568580183
2022-08-22,57.48483639745655
2022-08-23,54.39170772662119
2022-08-24,55.37565865852503
2022-08-25,52.291554574629814
2022-08-26,54.426573231892206
2022-08-29,55.41863755472217
2022-08-30,56.16132964756417
2022-08-31,58.157171861162915
2022-09-01,53.06061500670017
2022-09-02,50.634639376964
2022-09-06,48.64337010707726
2022-09-07,49.21639080932114
2022-09-08,47.372213498317976
2022-09-09,49.60357266440194
2022-09-12,52.24747759177579
2022-09-13,56.6637934880885
2022-09-14,55.89152139512164
2022-09-15,52.48814550788433
2022-09-16,52.46934195512734
2022-09-19,52.59271795243622
2022-09-20,51.97196955855357
2022-09-21,52.83749731182649
2022-09-22,53.52032520680126
2022-09-23,54.67167436184076
2022-09-26,56.51890293594994
2022-09-27,54.30364391939394
2022-09-28,54.33971340818536
2022-09-29,58.01544195729138
2022-09-30,58.71992962898842
2022-10-03,60.10009367425392
2022-10-04,58.88481603024544
2022-10-05,59.21793374123185
2022-10-06,62.41637035827803
2022-10-07,64.615332322854
2022-10-10,66.92549582220599
2022-10-11,65.17396406698543
2022-10-12,64.04279553292065
2022-10-13,68.99745605413553
2022-10-14,68.3518297900321
2022-10-17,71.88130524670788
2022-10-18,73.23155201993993
2022-10-19,74.27373974255445
2022-10-20,70.8338996573368
2022-10-21,72.06846635436345
2022-10-24,74.52041844457992
2022-10-25,72.80423949861083
2022-10-26,74.2463622032246
2022-10-27,73.95785049585017
2022-10-28,74.53047405386918
2022-10-31,76.11401692375475
2022-11-01,72.31020361380841
2022-11-02,75.35840897753408
2022-11-03,75.60613390001701
2022-11-04,79.2054078652394
2022-11-07,80.14534465660992
2022-11-08,78.30974704778366
2022-11-09,73.21056427436375
2022-11-10,73.2347503650522
2022-11-11,72.09105863174135
2022-11-14,74.12392144791616
2022-11-15,72.48557013094376
2022-11-16,77.90104914087661
2022-11-17,77.30175500718775
2022-11-18,78.8654844683304
2022-11-21,83.84351203371696
2022-11-22,84.85810937071591
2022-11-23,89.01154978678848
2022-11-25,81.84276945028569
2022-11-28,84.72485320402252
2022-11-29,87.41238495980613
2022-11-30,100.15499033363865
2022-12-01,96.27167465568357
2022-12-02,94.40114790954438
2022-12-05,101.74513099035791
2022-12-06,102.31919806566813
2022-12-07,97.01403279541596
2022-12-08,95.45569981761582
2022-12-09,100.08075897266039
2022-12-12,98.92542220315364
2022-12-13,96.00214669169873
2022-12-14,93.72946540361264
2022-12-15,112.96856516845536
2022-12-16,111.73255440709092
2022-12-19,125.4113565520564
2022-12-20,109.9444425173637
2022-12-21,115.88671725437527
2022-12-22,118.26436436405677
2022-12-23,117.75640567221821
2022-12-27,115.57676744618396
2022-12-28,130.57587746602917
2022-12-29,127.74544021545121
2022-12-30,130.22165405655053
2023-01-03,135.99541375313072
2023-01-04,126.6745382508234
2023-01-05,148.545216522616
2023-01-06,185.62707452019808
2023-01-09,188.70996955987542
2023-01-10,175.88361785146014
2023-01-11,174.11834135982875
2023-01-12,191.7163405776436
2023-01-13,222.42715099452045
2023-01-17,223.64439314460662
2023-01-18,6467.66266236681
2023-01-19,243.3334591803763
2023-01-20,213.9355516573205
2023-01-23,155.74653299558048
2023-01-24,104.94612861867722
2023-01-25,90.67348355729456
2023-01-26,87.2444997942298
2023-01-27,89.2714337910786
2023-01-30,85.68320946620267
2023-01-31,84.14498864523036
2023-02-01,71.35713855410596
2023-02-02,74.4056255549451
2023-02-03,91.82080910400374
2023-02-06,95.26895775482907
2023-02-07,89.6645061979801
2023-02-08,94.42314797306013
2023-02-09,104.72586135917854
2023-02-10,108.42372383555988
2023-02-13,104.8315067115439
2023-02-14,102.68460721810284
2023-02-15,107.06299562547791
2023-02-16,108.01457900455152
2023-02-17,112.81396438513129
2023-02-21,122.95054953585424
2023-02-22,103.05517993304257
2023-02-23,91.50157031072227
2023-02-24,99.74139418868809
2023-02-27,84.512758497774
2023-02-28,71.39916471379703
2023-03-01,70.3598364335271
2023-03-02,67.35816291215289
2023-03-03,68.74942794047428
2023-03-06,71.6287041724297
2023-03-07,77.66997117239049
2023-03-08,70.00048344071428
2023-03-09,70.20111006806894
2023-03-10,58.12759508345013
2023-03-13,38.66124074685075
2023-03-14,35.47820159921324
2023-03-15,27.241886612953728
2023-03-16,24.918445203200218
2023-03-17,22.529166201446017
2023-03-20,20.85910931485592
2023-03-21,20.16093714692166
2023-03-22,20.236737985922886
2023-03-23,18.316535559118595
2023-03-24,18.459491766715615
2023-03-27,17.6770024817591
2023-03-28,16.85783494756166
2023-03-29,17.14384433612033
2023-03-30,15.815222638193593
2023-03-31,15.40955796020865
2023-04-03,15.02823645383215
2023-04-04,15.153520178292188
2023-04-05,13.429110913899368
2023-04-06,13.516993292821898
2023-04-10,15.332045236785437
2023-04-11,15.49819004124989
2023-04-12,15.618339451253444
2023-04-13,15.128836354329811
2023-04-14,15.40818044809968
2023-04-17,14.944306442279428
2023-04-18,14.760306821785926
2023-04-19,14.803332419457803
2023-04-20,13.661191565270423
2023-04-21,13.282475344668411
2023-04-24,13.414532807179864
2023-04-25,13.978533604500976
2023-04-26,12.64526874670112
2023-04-27,14.168224782770942
2023-04-28,13.650320668530885
2023-05-01,12.61528234294142
2023-05-02,13.270905609930685
2023-05-03,12.847785520795808
2023-05-04,12.606954922927645
2023-05-05,11.803804624018172
2023-05-08,12.893669900475585
2023-05-09,13.472612233839222
2023-05-10,14.052748466829716
2023-05-11,15.161873167845386
2023-05-12,15.562413897756747
2023-05-15,15.011665243816648
2023-05-16,15.115326011132922
2023-05-17,16.551278661367395
2023-05-18,16.29821337435744
2023-05-19,16.044504276253086
2023-05-22,16.237987341866724
2023-05-23,15.214351188976465
2023-05-24,15.102678060897373
2023-05-25,16.624159247309965
2023-05-26,17.11637104876146
2023-05-30,17.551885907102236
2023-05-31,16.249473384870175
2023-06-01,16.49832934320855
2023-06-02,16.907411772868983
2023-06-05,17.416641944331918
2023-06-06,18.537988696187615
2023-06-07,16.686466375618576
2023-06-08,16.51607282062584
2023-06-09,17.94566326608539
2023-06-12,17.88421289682184
2023-06-13,19.58533909372946
2023-06-14,20.751778982396516
2023-06-15,20.62624564551326
2023-06-16,20.566620508589473
2023-06-20,20.916766496277567
2023-06-21,20.61809148288574
2023-06-22,20.120880948811358
2023-06-23,19.77574530807743
2023-06-26,18.784770609929723
2023-06-27,18.736522332692655
2023-06-28,18.672894002609173
2023-06-29,19.270220935953652
2023-06-30,19.628158099572424
2023-07-03,19.606423645963954
2023-07-05,19.475821242244034
2023-07-06,18.74349438014667
2023-07-07,18.9884841360314
2023-07-10,19.304904361410806
2023-07-11,19.062507942840146
2023-07-12,19.281844613246417
2023-07-13,19.50037010348455
2023-07-14,19.396294965545486
2023-07-17,19.506637122640818
2023-07-18,18.673966298160256
2023-07-19,18.794495328043904
2023-07-20,17.996216048667442
2023-07-21,17.35977050427491
2023-07-24,16.974052366851748
2023-07-25,16.530536502590277
2023-07-26,17.122407235761944
2023-07-27,17.721838466823584
2023-07-28,18.563074642303235
2023-07-31,18.65062208396299
2023-08-01,18.31082343164527
2023-08-02,17.88626265252322
2023-08-03,18.391984749438006
2023-08-04,19.21088195694819
2023-08-07,19.152864859689032
2023-08-08,19.14107787188912
2023-08-09,18.585449038083514
2023-08-10,19.195803846966644
2023-08-11,18.894701230734075
2023-08-14,18.47253944404761
2023-08-15,18.36653173955818
2023-08-16,18.47738207881692
2023-08-17,17.85534604132614
2023-08-18,17.15766869686852
2023-08-21,17.6966103147761
2023-08-22,18.454155122262833
2023-08-23,18.36286523392776
2023-08-24,18.175282957372044
2023-08-25,17.944314281348724
2023-08-28,17.959631332336055
2023-08-29,18.501162333485265
2023-08-30,18.806024778677276
2023-08-31,18.36117195846798
2023-09-01,19.089786863104646
2023-09-05,19.064604672790647
2023-09-06,19.101692587748857
2023-09-07,18.920290510675642
2023-09-08,17.965802661200602
2023-09-11,17.039013157384797
2023-09-12,16.310779256637282
2023-09-13,15.607382802144452
2023-09-14,18.16950811245334
2023-09-15,17.01728279389984
